X_id,operator_registration_number,postal_code,ward_number,ward_name
1708886,STR-2010-HYDRVL,M9L,7,Humber River-Black Creek
1708887,STR-2010-JGKRVM,M3B,15,Don Valley West
1708888,STR-2010-FDQKVB,M5V,10,Spadina-Fort York
1708889,STR-2010-FLWKVC,M4L,19,Beaches-East York
1708890,STR-2010-FVCKVD,M4E,19,Beaches-East York
1708891,STR-2010-GCJKVF,M6E,12,Toronto-St. Paul's
1708892,STR-2010-FFFXVB,M5J,10,Spadina-Fort York
1708893,STR-2010-FMLXVC,M6S,4,Parkdale-High Park
1708894,STR-2010-GLFXVG,M6K,10,Spadina-Fort York
1708895,STR-2010-GTLXVH,M6J,10,Spadina-Fort York
1708896,STR-2010-HZLXVM,M5V,10,Spadina-Fort York
1708897,STR-2011-FWJKVD,M4E,19,Beaches-East York
1708898,STR-2011-GLWKVG,M6S,4,Parkdale-High Park
1708899,STR-2011-GVCKVH,M5J,10,Spadina-Fort York
1708900,STR-2011-HKQKVK,M2N,18,Willowdale
1708901,STR-2011-FPSXVC,M6P,4,Parkdale-High Park
1708902,STR-2011-GFFXVF,M2J,17,Don Valley North
1708903,STR-2011-GMLXVG,M5J,10,Spadina-Fort York
1708904,STR-2011-HTLXVL,M1P,21,Scarborough Centre
1708905,STR-2011-FQJKVC,M1L,20,Scarborough Southwest
1708906,STR-2011-FXQKVD,M1G,24,Scarborough-Guildwood
1708907,STR-2011-GWJKVH,M4J,14,Toronto-Danforth
1708908,STR-2011-HDQKVJ,M4Y,13,Toronto Centre
1708909,STR-2011-JCJKVM,M3H,6,York Centre
1708910,STR-2011-GGLXVF,M6J,11,University-Rosedale
1708911,STR-2011-JCYXVM,M6R,4,Parkdale-High Park
1708912,STR-2011-FJJKVB,M5V,10,Spadina-Fort York
1708913,STR-2011-FRQKVC,M5J,10,Spadina-Fort York
1708914,STR-2011-FYWKVD,M4B,19,Beaches-East York
1708915,STR-2011-HWJKVL,M5V,10,Spadina-Fort York
1708916,STR-2011-FSFXVC,M3H,6,York Centre
1708917,STR-2011-FZLXVD,M6K,9,Davenport
1708918,STR-2011-GHSXVF,M3H,6,York Centre
1708919,STR-2011-GQYXVG,M5J,10,Spadina-Fort York
1708920,STR-2011-GYFXVH,M9R,1,Etobicoke North
1708921,STR-2011-HPSXVK,M5J,10,Spadina-Fort York
1708922,STR-2011-JFFXVM,M5J,10,Spadina-Fort York
1708923,STR-2011-GBCKVD,M5S,11,University-Rosedale
1708924,STR-2011-HHCKVJ,M6G,12,Toronto-St. Paul's
1708925,STR-2011-HQJKVK,M6H,9,Davenport
1708926,STR-2011-HXQKVL,M6J,10,Spadina-Fort York
1708927,STR-2011-JFWKVM,M1J,21,Scarborough Centre
1708928,STR-2011-FLFXVB,M5V,10,Spadina-Fort York
1708929,STR-2011-HHSXVJ,M6S,4,Parkdale-High Park
1708930,STR-2011-HQYXVK,M5V,10,Spadina-Fort York
1708931,STR-2011-HYFXVL,M5B,13,Toronto Centre
1708932,STR-2011-JGLXVM,M5V,10,Spadina-Fort York
1708933,STR-2011-FDRRVB,M4K,14,Toronto-Danforth
1708934,STR-2011-GKRRVG,M5V,10,Spadina-Fort York
1708935,STR-2011-HRRRVL,M6B,8,Eglinton-Lawrence
1708936,STR-2011-HBVDVJ,M6P,4,Parkdale-High Park
1708937,STR-2011-HCKRVJ,M6R,4,Parkdale-High Park
1708938,STR-2011-HSXRVL,M5R,12,Toronto-St. Paul's
1708939,STR-2011-FPVDVC,M6S,4,Parkdale-High Park
1708940,STR-2011-FXBDVD,M4M,14,Toronto-Danforth
1708941,STR-2011-GFHDVF,M5J,10,Spadina-Fort York
1708942,STR-2011-GMPDVG,M2N,18,Willowdale
1708943,STR-2011-GVVDVH,M4M,14,Toronto-Danforth
1708944,STR-2011-HLHDVK,M4Y,13,Toronto Centre
1708945,STR-2011-HTPDVL,M6K,4,Parkdale-High Park
1708946,STR-2011-FHDRVB,M4M,14,Toronto-Danforth
1708947,STR-2011-FQKRVC,M4J,14,Toronto-Danforth
1708948,STR-2011-FXRRVD,M9B,2,Etobicoke Centre
1708949,STR-2011-GFXRVF,M4L,19,Beaches-East York
1708950,STR-2011-GPDRVG,M3A,16,Don Valley East
1708951,STR-2011-GWKRVH,M6R,4,Parkdale-High Park
1708952,STR-2011-JCKRVM,M9L,7,Humber River-Black Creek
1708953,STR-2011-GGPDVF,M6R,4,Parkdale-High Park
1708954,STR-2011-GXBDVH,M5J,10,Spadina-Fort York
1708955,STR-2011-HMPDVK,M5R,11,University-Rosedale
1708956,STR-2011-HVVDVL,M6G,11,University-Rosedale
1708957,STR-2011-FRRRVC,M6J,9,Davenport
1708958,STR-2011-FYXRVD,M5V,10,Spadina-Fort York
1708959,STR-2011-GQKRVG,M6P,9,Davenport
1708960,STR-2011-HPDRVK,M5S,11,University-Rosedale
1708961,STR-2011-JDRRVM,M8V,3,Etobicoke-Lakeshore
1708962,STR-2011-FSHDVC,M2J,17,Don Valley North
1708963,STR-2011-FZPDVD,M6P,9,Davenport
1708964,STR-2011-HGPDVJ,M4X,13,Toronto Centre
1708965,STR-2011-JFHDVM,M1E,24,Scarborough-Guildwood
1708966,STR-2011-FSXRVC,M6P,4,Parkdale-High Park
1708967,STR-2011-GBDRVD,M6G,11,University-Rosedale
1708968,STR-2011-GRRRVG,M1W,22,Scarborough-Agincourt
1708969,STR-2011-GYXRVH,M6J,9,Davenport
1708970,STR-2011-HHDRVJ,M3A,16,Don Valley East
1708971,STR-2011-HQKRVK,M5J,10,Spadina-Fort York
1708972,STR-2011-GKBDVF,M4B,19,Beaches-East York
1708973,STR-2011-HRBDVK,M1T,22,Scarborough-Agincourt
1708974,STR-2011-FDSXVB,M4M,14,Toronto-Danforth
1708975,STR-2011-GCLXVF,M6R,4,Parkdale-High Park
1708976,STR-2011-HRSXVL,M2R,18,Willowdale
1708977,STR-2011-FFJKVB,M4K,14,Toronto-Danforth
1708978,STR-2011-GTQKVH,M4C,19,Beaches-East York
1708979,STR-2011-HZQKVM,M5V,10,Spadina-Fort York
1708980,STR-2011-GVFXVH,M6P,4,Parkdale-High Park
1708981,STR-2011-HKSXVK,M5V,10,Spadina-Fort York
1708982,STR-2011-HSYXVL,M4L,14,Toronto-Danforth
1708983,STR-2011-FPWKVC,M9B,3,Etobicoke-Lakeshore
1708984,STR-2011-GMQKVG,M5J,10,Spadina-Fort York
1708985,STR-2011-GVWKVH,M5V,10,Spadina-Fort York
1708986,STR-2011-HDCKVJ,M1V,22,Scarborough-Agincourt
1708987,STR-2011-HLJKVK,M8Y,3,Etobicoke-Lakeshore
1708988,STR-2011-FHFXVB,M5J,10,Spadina-Fort York
1708989,STR-2011-FQLXVC,M5J,10,Spadina-Fort York
1708990,STR-2011-FXSXVD,M5J,10,Spadina-Fort York
1708991,STR-2011-GFYXVF,M5V,10,Spadina-Fort York
1708992,STR-2011-GWLXVH,M5J,10,Spadina-Fort York
1708993,STR-2301-GCJKVS,M2N,18,Willowdale
1708994,STR-2011-HVFXVL,M6G,11,University-Rosedale
1708995,STR-2011-JCLXVM,M4R,8,Eglinton-Lawrence
1708996,STR-2011-FHWKVB,M1H,24,Scarborough-Guildwood
1708997,STR-2011-FYJKVD,M9R,2,Etobicoke Centre
1708998,STR-2011-HFJKVJ,M5B,13,Toronto Centre
1708999,STR-2011-HMQKVK,M6M,5,York South-Weston
1709000,STR-2011-JDCKVM,M4Y,13,Toronto Centre
1709001,STR-2011-FJLXVB,M5V,10,Spadina-Fort York
1709002,STR-2011-FRSXVC,M1K,21,Scarborough Centre
1709003,STR-2011-HPFXVK,M2N,18,Willowdale
1709004,STR-2011-HWLXVL,M5T,11,University-Rosedale
1709005,STR-2011-FZQKVD,M5M,8,Eglinton-Lawrence
1709006,STR-2011-GYJKVH,M3A,16,Don Valley East
1709007,STR-2011-HPWKVK,M5V,10,Spadina-Fort York
1709008,STR-2011-FKSXVB,M3A,16,Don Valley East
1709009,STR-2011-HHFXVJ,M4Y,13,Toronto Centre
1709010,STR-2011-HQLXVK,M1K,20,Scarborough Southwest
1709011,STR-2011-JFYXVM,M6H,9,Davenport
1709012,STR-2011-GZQKVH,M4J,14,Toronto-Danforth
1709013,STR-2011-HHWKVJ,M4J,14,Toronto-Danforth
1709014,STR-2011-JGQKVM,M8W,3,Etobicoke-Lakeshore
1709015,STR-2011-FMBDVC,M6R,4,Parkdale-High Park
1709016,STR-2011-FVHDVD,M4X,13,Toronto Centre
1709017,STR-2011-GCPDVF,M5J,10,Spadina-Fort York
1709018,STR-2011-GKVDVG,M5V,10,Spadina-Fort York
1709019,STR-2011-GTBDVH,M1W,22,Scarborough-Agincourt
1709020,STR-2011-HJPDVK,M5V,10,Spadina-Fort York
1709021,STR-2011-HRVDVL,M5V,10,Spadina-Fort York
1709022,STR-2011-FMRRVC,M1N,20,Scarborough Southwest
1709023,STR-2011-FVXRVD,M6H,9,Davenport
1709024,STR-2011-HKDRVK,M5S,11,University-Rosedale
1709025,STR-2011-HZRRVM,M6G,11,University-Rosedale
1709026,STR-2011-FPHDVC,M1P,21,Scarborough Centre
1709027,STR-2011-GMBDVG,M6J,10,Spadina-Fort York
1709028,STR-2011-HCPDVJ,M2N,18,Willowdale
1709029,STR-2011-JBHDVM,M6H,9,Davenport
1709030,STR-2011-FGRRVB,M5V,10,Spadina-Fort York
1709031,STR-2011-GMRRVG,M5V,10,Spadina-Fort York
1709032,STR-2011-HDDRVJ,M6J,11,University-Rosedale
1709033,STR-2011-FHHDVB,M6K,4,Parkdale-High Park
1709034,STR-2011-GGBDVF,M5V,10,Spadina-Fort York
1709035,STR-2011-GPHDVG,M5B,13,Toronto Centre
1709036,STR-2011-HVHDVL,M5J,10,Spadina-Fort York
1709037,STR-2011-FHXRVB,M6H,9,Davenport
1709038,STR-2011-FRDRVC,M4L,19,Beaches-East York
1709039,STR-2011-FYKRVD,M5V,10,Spadina-Fort York
1709040,STR-2011-GGRRVF,M2N,18,Willowdale
1709041,STR-2011-GPXRVG,M4C,19,Beaches-East York
1709042,STR-2011-HFKRVJ,M1R,21,Scarborough Centre
1709043,STR-2011-HVXRVL,M1G,24,Scarborough-Guildwood
1709044,STR-2011-JDDRVM,M5V,10,Spadina-Fort York
1709045,STR-2011-FJPDVB,M9C,2,Etobicoke Centre
1709046,STR-2011-FRVDVC,M5S,11,University-Rosedale
1709047,STR-2011-GQPDVG,M5V,10,Spadina-Fort York
1709048,STR-2011-HPHDVK,M6C,12,Toronto-St. Paul's
1709049,STR-2011-JDVDVM,M6R,4,Parkdale-High Park
1709050,STR-2011-FZRRVD,M2N,18,Willowdale
1709051,STR-2011-GHXRVF,M4B,19,Beaches-East York
1709052,STR-2011-GYKRVH,M4L,14,Toronto-Danforth
1709053,STR-2011-HGRRVJ,M5V,10,Spadina-Fort York
1709054,STR-2011-HPXRVK,M5R,11,University-Rosedale
1709055,STR-2011-FKVDVB,M3H,6,York Centre
1709056,STR-2011-GBHDVD,M5J,10,Spadina-Fort York
1709057,STR-2011-GJPDVF,M5J,10,Spadina-Fort York
1709058,STR-2011-HXVDVL,M3K,6,York Centre
1709059,STR-2011-FLKRVB,M5J,10,Spadina-Fort York
1709060,STR-2011-GSKRVG,M9R,2,Etobicoke Centre
1709061,STR-2011-GZRRVH,M5J,10,Spadina-Fort York
1709062,STR-2011-HRDRVK,M3H,6,York Centre
1709063,STR-2011-GTCKVH,M1T,22,Scarborough-Agincourt
1709064,STR-2011-HBJKVJ,M6J,9,Davenport
1709065,STR-2011-HRWKVL,M5V,10,Spadina-Fort York
1709066,STR-2011-GDFXVF,M4M,14,Toronto-Danforth
1709067,STR-2011-HKFXVK,M5A,13,Toronto Centre
1709068,STR-2011-FPJKVC,M5V,10,Spadina-Fort York
1709069,STR-2011-FWQKVD,M1P,21,Scarborough Centre
1709070,STR-2011-GDWKVF,M5V,10,Spadina-Fort York
1709071,STR-2011-GMCKVG,M5J,10,Spadina-Fort York
1709072,STR-2011-GVJKVH,M5V,10,Spadina-Fort York
1709073,STR-2011-HCQKVJ,M5V,10,Spadina-Fort York
1709074,STR-2011-JBJKVM,M8Y,3,Etobicoke-Lakeshore
1709075,STR-2011-FGSXVB,M4B,19,Beaches-East York
1709076,STR-2011-GXFXVH,M5J,10,Spadina-Fort York
1709077,STR-2011-GMSXVG,M6M,5,York South-Weston
1709078,STR-2011-HLLXVK,M5J,10,Spadina-Fort York
1709079,STR-2011-FXWKVD,M1V,23,Scarborough North
1709080,STR-2011-HMCKVK,M5A,13,Toronto Centre
1709081,STR-2011-FHYXVB,M6H,9,Davenport
1709082,STR-2011-GPYXVG,M1M,20,Scarborough Southwest
1709083,STR-2011-HMSXVK,M5V,10,Spadina-Fort York
1709084,STR-2011-HGCKVJ,M2N,18,Willowdale
1709085,STR-2011-FZSXVD,M9L,7,Humber River-Black Creek
1709086,STR-2011-GHYXVF,M6G,11,University-Rosedale
1709087,STR-2011-GYLXVH,M6B,8,Eglinton-Lawrence
1709088,STR-2011-JFLXVM,M5J,10,Spadina-Fort York
1709089,STR-2011-FTCKVC,M6G,11,University-Rosedale
1709090,STR-2011-GJQKVF,M5V,10,Spadina-Fort York
1709091,STR-2011-GZCKVH,M6H,9,Davenport
1709092,STR-2011-HHJKVJ,M5V,10,Spadina-Fort York
1709093,STR-2011-GSLXVG,M1C,25,Scarborough-Rouge Park
1709094,STR-2011-HRFXVK,M5V,10,Spadina-Fort York
1709095,STR-2011-JGSXVM,M4X,13,Toronto Centre
1709096,STR-2011-GKXRVG,M6G,12,Toronto-St. Paul's
1709097,STR-2011-GTDRVH,M4M,14,Toronto-Danforth
1709098,STR-2011-HBKRVJ,M5V,10,Spadina-Fort York
1709099,STR-2011-HRXRVL,M6R,4,Parkdale-High Park
1709100,STR-2011-FWBDVD,M3M,6,York Centre
1709101,STR-2011-GLPDVG,M1V,23,Scarborough North
1709102,STR-2011-HCBDVJ,M4V,12,Toronto-St. Paul's
1709103,STR-2011-HKHDVK,M4K,14,Toronto-Danforth
1709104,STR-2011-HSPDVL,M5V,10,Spadina-Fort York
1709105,STR-2011-HZVDVM,M6H,9,Davenport
1709106,STR-2011-FWRRVD,M6L,5,York South-Weston
1709107,STR-2011-GVKRVH,M5V,10,Spadina-Fort York
1709108,STR-2011-HCRRVJ,M1C,25,Scarborough-Rouge Park
1709109,STR-2011-HKXRVK,M4W,11,University-Rosedale
1709110,STR-2011-FGVDVB,M5J,10,Spadina-Fort York
1709111,STR-2011-GFPDVF,M1E,24,Scarborough-Guildwood
1709112,STR-2011-GMVDVG,M5J,10,Spadina-Fort York
1709113,STR-2011-GWBDVH,M9B,2,Etobicoke Centre
1709114,STR-2011-HDHDVJ,M5J,10,Spadina-Fort York
1709115,STR-2011-HLPDVK,M2N,18,Willowdale
1709116,STR-2011-HTVDVL,M5V,10,Spadina-Fort York
1709117,STR-2011-JCBDVM,M5A,13,Toronto Centre
1709118,STR-2011-FQRRVC,M5V,10,Spadina-Fort York
1709119,STR-2011-HMDRVK,M6N,5,York South-Weston
1709120,STR-2011-JCRRVM,M5A,13,Toronto Centre
1709121,STR-2012-GDLXVF,M6A,8,Eglinton-Lawrence
1709122,STR-2011-FYPDVD,M6K,4,Parkdale-High Park
1709123,STR-2011-GQBDVG,M5R,11,University-Rosedale
1709124,STR-2011-GXHDVH,M6J,11,University-Rosedale
1709125,STR-2011-HFPDVJ,M1C,25,Scarborough-Rouge Park
1709126,STR-2011-HWBDVL,M1C,25,Scarborough-Rouge Park
1709127,STR-2011-FRXRVC,M5T,11,University-Rosedale
1709128,STR-2011-FZDRVD,M4B,19,Beaches-East York
1709129,STR-2011-GQRRVG,M2L,15,Don Valley West
1709130,STR-2011-JDXRVM,M5R,11,University-Rosedale
1709131,STR-2011-FKHDVB,M5J,10,Spadina-Fort York
1709132,STR-2011-FSPDVC,M5J,10,Spadina-Fort York
1709133,STR-2011-FZVDVD,M6G,11,University-Rosedale
1709134,STR-2109-FSMHHC,M5V,10,Spadina-Fort York
1709135,STR-2011-GRHDVG,M6E,9,Davenport
1709136,STR-2011-HQBDVK,M4R,8,Eglinton-Lawrence
1709137,STR-2011-FKXRVB,M3A,16,Don Valley East
1709138,STR-2011-GBKRVD,M6E,9,Davenport
1709139,STR-2011-GRXRVG,M4R,8,Eglinton-Lawrence
1709140,STR-2011-HHKRVJ,M9C,2,Etobicoke Centre
1709141,STR-2011-JGDRVM,M5R,11,University-Rosedale
1709142,STR-2011-FLPDVB,M5V,10,Spadina-Fort York
1709143,STR-2012-GKHDVF,M5A,13,Toronto Centre
1709144,STR-2012-GZVDVH,M5J,10,Spadina-Fort York
1709145,STR-2012-HJBDVJ,M6H,9,Davenport
1709146,STR-2012-FDYXVB,M1T,22,Scarborough-Agincourt
1709147,STR-2012-GTFXVH,M5T,11,University-Rosedale
1709148,STR-2012-HRYXVL,M5V,10,Spadina-Fort York
1709149,STR-2012-FFQKVB,M4J,14,Toronto-Danforth
1709150,STR-2012-FMWKVC,M5T,10,Spadina-Fort York
1709151,STR-2012-FWCKVD,M5V,10,Spadina-Fort York
1709152,STR-2012-GTWKVH,M5J,10,Spadina-Fort York
1709153,STR-2012-GDYXVF,M5R,11,University-Rosedale
1709154,STR-2012-GMFXVG,M5B,13,Toronto Centre
1709155,STR-2012-GFBDVF,M4C,19,Beaches-East York
1709156,STR-2012-HKYXVK,M4C,19,Beaches-East York
1709157,STR-2012-FQCKVC,M5R,11,University-Rosedale
1709158,STR-2012-FXJKVD,M5R,11,University-Rosedale
1709159,STR-2012-GFQKVF,M5R,11,University-Rosedale
1709160,STR-2012-GMWKVG,M5A,13,Toronto Centre
1709161,STR-2012-HDJKVJ,M5V,10,Spadina-Fort York
1709162,STR-2012-FXYXVD,M5V,10,Spadina-Fort York
1709163,STR-2012-GGFXVF,M4V,12,Toronto-St. Paul's
1709164,STR-2012-HVLXVL,M5V,10,Spadina-Fort York
1709165,STR-2012-FYQKVD,M4C,19,Beaches-East York
1709166,STR-2012-GGWKVF,M1V,22,Scarborough-Agincourt
1709167,STR-2012-GQCKVG,M6K,4,Parkdale-High Park
1709168,STR-2012-HMWKVK,M2N,18,Willowdale
1709169,STR-2012-FJSXVB,M5V,10,Spadina-Fort York
1709170,STR-2012-FRYXVC,M4M,14,Toronto-Danforth
1709171,STR-2012-HPLXVK,M4C,19,Beaches-East York
1709172,STR-2012-HWSXVL,M6K,9,Davenport
1709173,STR-2012-JDYXVM,M5R,11,University-Rosedale
1709174,STR-2012-FSQKVC,M5V,10,Spadina-Fort York
1709175,STR-2012-FZWKVD,M6A,8,Eglinton-Lawrence
1709176,STR-2012-JFQKVM,M5V,10,Spadina-Fort York
1709177,STR-2012-FTFXVC,M5J,10,Spadina-Fort York
1709178,STR-2012-GBLXVD,M5V,10,Spadina-Fort York
1709179,STR-2012-GJSXVF,M9W,1,Etobicoke North
1709180,STR-2012-GZFXVH,M5B,13,Toronto Centre
1709181,STR-2012-HXYXVL,M5V,10,Spadina-Fort York
1709182,STR-2012-GKJKVF,M6J,10,Spadina-Fort York
1709183,STR-2012-JGWKVM,M4Y,13,Toronto Centre
1709184,STR-2012-HBPDVJ,M5A,13,Toronto Centre
1709185,STR-2012-HJVDVK,M5V,10,Spadina-Fort York
1709186,STR-2012-HSBDVL,M6J,10,Spadina-Fort York
1709187,STR-2012-HZHDVM,M6K,9,Davenport
1709188,STR-2012-FFRRVB,M6S,4,Parkdale-High Park
1709189,STR-2012-FMXRVC,M3A,16,Don Valley East
1709190,STR-2012-FWDRVD,M5V,10,Spadina-Fort York
1709191,STR-2012-GDKRVF,M6S,4,Parkdale-High Park
1709192,STR-2012-GLRRVG,M6S,4,Parkdale-High Park
1709193,STR-2012-HKKRVK,M6J,11,University-Rosedale
1709194,STR-2012-HSRRVL,M6R,4,Parkdale-High Park
1709195,STR-2012-GVPDVH,M5J,10,Spadina-Fort York
1709196,STR-2012-HCVDVJ,M4L,14,Toronto-Danforth
1709197,STR-2012-JBPDVM,M6J,9,Davenport
1709198,STR-2012-GMXRVG,M9P,2,Etobicoke Centre
1709199,STR-2012-HTXRVL,M2M,18,Willowdale
1709200,STR-2012-FQVDVC,M2H,17,Don Valley North
1709201,STR-2012-GPPDVG,M6K,10,Spadina-Fort York
1709202,STR-2012-GWVDVH,M8W,3,Etobicoke-Lakeshore
1709203,STR-2012-HFBDVJ,M5J,10,Spadina-Fort York
1709204,STR-2012-HVPDVL,M5A,13,Toronto Centre
1709205,STR-2012-FJDRVB,M6G,11,University-Rosedale
1709206,STR-2012-GGXRVF,M5T,11,University-Rosedale
1709207,STR-2012-GQDRVG,M5A,13,Toronto Centre
1709208,STR-2012-JDKRVM,M6E,9,Davenport
1709209,STR-2012-FJVDVB,M5V,10,Spadina-Fort York
1709210,STR-2012-GQVDVG,M1R,21,Scarborough Centre
1709211,STR-2012-GYBDVH,M6J,9,Davenport
1709212,STR-2012-HGHDVJ,M4Y,13,Toronto Centre
1709213,STR-2012-HPPDVK,M5V,10,Spadina-Fort York
1709214,STR-2012-FSRRVC,M6G,11,University-Rosedale
1709215,STR-2012-FZXRVD,M4S,15,Don Valley West
1709216,STR-2012-GJDRVF,M4J,14,Toronto-Danforth
1709217,STR-2012-GYRRVH,M5V,10,Spadina-Fort York
1709218,STR-2012-FTHDVC,M5V,10,Spadina-Fort York
1709219,STR-2012-GZHDVH,M2M,18,Willowdale
1709220,STR-2012-HQVDVK,M6N,5,York South-Weston
1709221,STR-2012-HYBDVL,M2N,18,Willowdale
1709222,STR-2012-JGHDVM,M1E,25,Scarborough-Rouge Park
1709223,STR-2012-GCDRVD,M4Y,13,Toronto Centre
1709224,STR-2012-GSRRVG,M4Y,13,Toronto Centre
1709225,STR-2012-GZXRVH,M6E,9,Davenport
1709226,STR-2012-FFCKVB,M6J,11,University-Rosedale
1709227,STR-2012-FMJKVC,M5J,10,Spadina-Fort York
1709228,STR-2012-FVQKVD,M6E,8,Eglinton-Lawrence
1709229,STR-2012-GTJKVH,M9B,2,Etobicoke Centre
1709230,STR-2012-HSCKVL,M6J,11,University-Rosedale
1709231,STR-2012-HZJKVM,M2P,15,Don Valley West
1709232,STR-2012-FFSXVB,M5V,10,Spadina-Fort York
1709233,STR-2012-HCFXVJ,M1B,25,Scarborough-Rouge Park
1709234,STR-2012-HSSXVL,M3A,16,Don Valley East
1709235,STR-2012-FGJKVB,M4L,19,Beaches-East York
1709236,STR-2012-FPQKVC,M4L,19,Beaches-East York
1709237,STR-2012-GVQKVH,M5V,10,Spadina-Fort York
1709238,STR-2012-HLCKVK,M4M,14,Toronto-Danforth
1709239,STR-2012-HTJKVL,M6K,4,Parkdale-High Park
1709240,STR-2012-JBQKVM,M5T,11,University-Rosedale
1709241,STR-2012-GMYXVG,M5V,10,Spadina-Fort York
1709242,STR-2012-FYCKVD,M5J,10,Spadina-Fort York
1709243,STR-2012-HMJKVK,M5R,11,University-Rosedale
1709244,STR-2012-HVQKVL,M9W,1,Etobicoke North
1709245,STR-2012-FJFXVB,M5V,10,Spadina-Fort York
1709246,STR-2012-FYSXVD,M6H,9,Davenport
1709247,STR-2012-GQFXVG,M4J,14,Toronto-Danforth
1709248,STR-2012-GXLXVH,M5R,11,University-Rosedale
1709249,STR-2012-HFSXVJ,M5V,10,Spadina-Fort York
1709250,STR-2012-FSCKVC,M2N,18,Willowdale
1709251,STR-2012-GHQKVF,M5V,10,Spadina-Fort York
1709252,STR-2012-JFCKVM,M5V,10,Spadina-Fort York
1709253,STR-2012-FKLXVB,M4G,15,Don Valley West
1709254,STR-2012-GRLXVG,M4C,19,Beaches-East York
1709255,STR-2012-GYSXVH,M5V,10,Spadina-Fort York
1709256,STR-2012-HGYXVJ,M5V,10,Spadina-Fort York
1709257,STR-2012-HXLXVL,M5V,10,Spadina-Fort York
1709258,STR-2012-FLCKVB,M5V,10,Spadina-Fort York
1709259,STR-2012-HHQKVJ,M5A,13,Toronto Centre
1709260,STR-2012-JGJKVM,M5R,11,University-Rosedale
1709261,STR-2012-FLSXVB,M4C,19,Beaches-East York
1709262,STR-2012-FTYXVC,M6H,9,Davenport
1709263,STR-2012-GKLXVF,M3J,7,Humber River-Black Creek
1709264,STR-2012-GZYXVH,M5V,10,Spadina-Fort York
1709265,STR-2012-HJFXVJ,M6E,9,Davenport
1709266,STR-2012-FDPHHB,M5J,10,Spadina-Fort York
1709267,STR-2012-FLVHHC,M4K,14,Toronto-Danforth
1709268,STR-2012-FVBHHD,M2M,18,Willowdale
1709269,STR-2012-GKPHHG,M5A,13,Toronto Centre
1709270,STR-2012-GSVHHH,M4S,12,Toronto-St. Paul's
1709271,STR-2012-HRPHHL,M5C,13,Toronto Centre
1709272,STR-2012-HYVHHM,M5V,10,Spadina-Fort York
1709273,STR-2012-FFDVHB,M1L,20,Scarborough Southwest
1709274,STR-2012-GCXVHF,M5V,10,Spadina-Fort York
1709275,STR-2012-HJXVHK,M5J,10,Spadina-Fort York
1709276,STR-2012-HZKVHM,M1V,23,Scarborough North
1709277,STR-2012-FPBHHC,M4Y,13,Toronto Centre
1709278,STR-2012-GDPHHF,M6H,9,Davenport
1709279,STR-2012-GLVHHG,M4X,13,Toronto Centre
1709280,STR-2012-GVBHHH,M5S,13,Toronto Centre
1709281,STR-2012-HCHHHJ,M5S,11,University-Rosedale
1709282,STR-2012-JBBHHM,M6H,9,Davenport
1709283,STR-2012-GVRVHH,M5A,13,Toronto Centre
1709284,STR-2012-HCXVHJ,M5V,10,Spadina-Fort York
1709285,STR-2012-HLDVHK,M5V,10,Spadina-Fort York
1709286,STR-2012-HTKVHL,M5M,8,Eglinton-Lawrence
1709287,STR-2012-JBRVHM,M6J,10,Spadina-Fort York
1709288,STR-2012-FHBHHB,M5V,10,Spadina-Fort York
1709289,STR-2012-FQHHHC,M4M,14,Toronto-Danforth
1709290,STR-2012-FXPHHD,M1K,21,Scarborough Centre
1709291,STR-2012-GWHHHH,M5E,10,Spadina-Fort York
1709292,STR-2012-HLVHHK,M5V,10,Spadina-Fort York
1709293,STR-2012-HVBHHL,M1K,21,Scarborough Centre
1709294,STR-2012-FQXVHC,M5J,10,Spadina-Fort York
1709295,STR-2012-GPRVHG,M5V,10,Spadina-Fort York
1709296,STR-2012-GWXVHH,M6K,4,Parkdale-High Park
1709297,STR-2205-FKZPHB,M4K,14,Toronto-Danforth
1709298,STR-2012-JCXVHM,M4C,19,Beaches-East York
1709299,STR-2012-FJHHHB,M4L,19,Beaches-East York
1709300,STR-2012-FYVHHD,M6J,10,Spadina-Fort York
1709301,STR-2012-GHBHHF,M5V,10,Spadina-Fort York
1709302,STR-2012-GQHHHG,M1H,24,Scarborough-Guildwood
1709303,STR-2012-HWHHHL,M6S,4,Parkdale-High Park
1709304,STR-2012-FZKVHD,M5J,10,Spadina-Fort York
1709305,STR-2012-GYDVHH,M6H,9,Davenport
1709306,STR-2012-HGKVHJ,M6K,10,Spadina-Fort York
1709307,STR-2012-HPRVHK,M1V,23,Scarborough North
1709308,STR-2012-JFDVHM,M4M,14,Toronto-Danforth
1709309,STR-2012-FKPHHB,M2N,18,Willowdale
1709310,STR-2012-FSVHHC,M1K,21,Scarborough Centre
1709311,STR-2012-GBBHHD,M6S,4,Parkdale-High Park
1709312,STR-2012-GJHHHF,M4M,14,Toronto-Danforth
1709313,STR-2012-GRPHHG,M5J,10,Spadina-Fort York
1709314,STR-2012-HQHHHK,M5J,10,Spadina-Fort York
1709315,STR-2012-HXPHHL,M4M,14,Toronto-Danforth
1709316,STR-2012-FLDVHB,M5A,13,Toronto Centre
1709317,STR-2012-FTKVHC,M1V,22,Scarborough-Agincourt
1709318,STR-2012-GSDVHG,M5R,11,University-Rosedale
1709319,STR-2012-GZKVHH,M4J,14,Toronto-Danforth
